Boardgame Players Association,,,,,,,,,,,,
7/30/26,Th,9,SWR,Star Wars: Rebellion,Round 2/2,B,SEM,Scheduled,4,Sunburst,"Gregorio, Alex",
7/30/26,Th,9,TRC,The Russian Campaign,Round 6/7,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
7/30/26,Th,9,TTR,Ticket To Ride,Heat 3/4,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
7/30/26,Th,9,TTN,Titan,Heat 4/4,A,HMW-P,Scheduled,5,First Tracks Poolside,"desJardins, David",
7/30/26,Th,9,UPF,Up Front,Round 1/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,9,WAS,War At Sea,Round 1/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,9,WAT,Waterloo,Round 5/5,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
7/30/26,Th,9,WSM,Wooden Ships & Iron Men,Round 6/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
7/30/26,Th,9,GCA,Great Campaigns of the ACW,Quarterfinal,B,SwEl,Scheduled,3,First Tracks Slopeside,"Cross, David",
7/30/26,Th,9,BKM,Bunny Kingdom,Semifinal,B,HMW-P,Scheduled,2,Snowflake,"Youells, Kevin",
7/30/26,Th,9,EVD,Everdell,Semifinal,B,HMW-P,Scheduled,2,Sunburst,"Martin, Andrew",
7/30/26,Th,9,SPG,Saint Petersburg,Semifinal,B,HMW-P,Scheduled,2,Sunburst,"Feathers, Ryan",
7/30/26,Th,9,BXC,Boxcars,Final,B,HMW-P,Scheduled,4,Laurel,"Bromley, Trella",
7/30/26,Th,10,--,Vendors,--,--,--,--,8,Timberstone,"Gutermuth, Ken",
7/30/26,Th,10,ASL,Advanced Squad Leader,Round 2/3,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
7/30/26,Th,10,FMR,Formula Motor Racing,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,"LeFevre, Chris",
7/30/26,Th,10,CCA,Commands & Colors: Ancients,Round 2/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,11,IOV,Innovation,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Woods, Bronwyn",
7/30/26,Th,11,ABN,Air Baron,Heat 4/4,B,HMW-P,Scheduled,3,Dogwood,"Jamelli, Max",
7/30/26,Th,11,CCA,Commands & Colors: Ancients,Round 3/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,11,DSP,Dominant Species,Heat 1/2,B,HMW-P,Scheduled,4,Grand Ballroom,"McKinnes, Luke",
7/30/26,Th,11,UPF,Up Front,Round 2/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,11,WAS,War At Sea,Round 2/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,11,WSN,Wingspan,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Swift, Patti",
7/30/26,Th,11,VSD,Vegas Showdown,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Kaltman, Mike",
7/30/26,Th,11,BKM,Bunny Kingdom,Final,B,HMW-P,Scheduled,2,Laurel,"Youells, Kevin",
7/30/26,Th,11,EVD,Everdell,Final,B,HMW-P,Scheduled,2,Laurel,"Martin, Andrew",
7/30/26,Th,12,--,Blokus Juniors,--,C,Jr SE,--,2,Hemlock,"Shea, Philip",
7/30/26,Th,12,B17,B-17,Round 2/3,A,SW,Continuous,3,Wintergreen,"Yoshikawa, Mark",
7/30/26,Th,12,CCA,Commands & Colors: Ancients,Round 4/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,12,KRM,Kremlin,Final,B,HMW-P,Scheduled,3,Laurel,"Cuccaro, Steve",
7/30/26,Th,13,--,Above the Trenches,--,--,--,--,2,First Tracks Slopeside,"Radgoski, Richard",
7/30/26,Th,13,--,Reconstruction: An Uncivil Peace,--,--,--,--,2,First Tracks Slopeside,"Poniske, John",
7/30/26,Th,13,CFR,Championship Formula Racing,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Long, Chris",
7/30/26,Th,13,ACQ,Acquire,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Ackman, Cliff",
7/30/26,Th,13,ALH,Alhambra,Heat 2/2,B,HWO,Scheduled,2,Snowflake,"Gutermuth, Debbie",
7/30/26,Th,13,CMK,Castles of Mad King Ludwig,Heat 3/3,A,HMW-P,Scheduled,2,Seasons,"Corrado, John",
7/30/26,Th,13,DUN,Dune,Round 2/3,A,HE,Scheduled,5,Alpine,"Johnson, Brad",
7/30/26,Th,13,IOV,Innovation,Round 1/4,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,13,SSB,Superstar Baseball,Round 2/2,B,SwEl,Scheduled,4,Chestnut,"Lee, Roderick",
7/30/26,Th,13,UPF,Up Front,Round 3/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,13,WAS,War At Sea,Round 3/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,13,SWR,Star Wars: Rebellion,Quarterfinal,B,SEM,Scheduled,4,Sunburst,"Gregorio, Alex",
7/30/26,Th,13,CCA,Commands & Colors: Ancients,Semifinal,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,13,GCA,Great Campaigns of the ACW,Semifinal,B,SwEl,Scheduled,3,First Tracks Slopeside,"Cross, David",
7/30/26,Th,13,ROW,Railways of the World,Semifinal,B,HMW-P,Scheduled,3,Alpine,"LeBoeuf, Pierre",
7/30/26,Th,13,STA,Stone Age,Semifinal,B,HWO,Scheduled,2,Seasons,"Stufflet, Dave",
7/30/26,Th,14,--,M44 Overlord - Moyland Wood,--,--,--,--,4,First Tracks Slopeside,"Edelston, Sam",
7/30/26,Th,14,ALL,Alliance,Round 3/3,C,SW,Scheduled,4,Fox Den,"McDonald, Scott",
7/30/26,Th,14,IOV,Innovation,Round 2/4,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,15,--,Deception: Murder in Hong Kong Juniors,--,C,Jr SE,--,2,Hemlock,"Doughan, Drew",
7/30/26,Th,15,B17,B-17,Round 3/3,A,SW,Continuous,3,Wintergreen,"Yoshikawa, Mark",
7/30/26,Th,15,CFR,Championship Formula Racing,Heat 1/3,B,HMW-P,Scheduled,4,Evergreen,"Long, Chris",
7/30/26,Th,15,DNI,Dune Imperium,Heat 2/3,B,HMW-P,Scheduled,3,Seasons,"Spencer, Jay",
7/30/26,Th,15,FTP,For the People,Round 2/3,C,SEM,Continuous,6,First Tracks Poolside,"Pei, James",
7/30/26,Th,15,IOV,Innovation,Round 3/4,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,15,LLM,Leaping Lemmings,Heat 3/4,C,HWO,Scheduled,2,Snowflake,"Powers, Bill",
7/30/26,Th,15,ORL,Orleans,Heat 1/2,A,HMW-P,Scheduled,2,Seasons,"Jiang, Allan",
7/30/26,Th,15,PRO,Puerto Rico,Heat 1/3,B,HMW-P,Scheduled,2,Seasons,"Shay, Richard",
7/30/26,Th,15,UPF,Up Front,Round 4/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,15,V19,Versailles 1919,Heat 2/2,B,HMW-P,Scheduled,3,Grand Ballroom,"Pettis, Roy",
7/30/26,Th,15,WAS,War At Sea,Round 4/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,15,AKN,Ark Nova,Semifinal,A,HWO,Scheduled,3,Seasons,"Weaver, Chad",
7/30/26,Th,15,BKN,Breakout Normandy,Semifinal,B,SEM,Continuous,6,First Tracks Slopeside,"Thompson, Nels",
7/30/26,Th,15,LWD,Lords of Waterdeep,Semifinal,B,HMW-P,Scheduled,2,Seasons,"St. Pierre, Robert",
7/30/26,Th,15,CCA,Commands & Colors: Ancients,Final,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,16,IOV,Innovation,Round 4/4,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,16,UPF,Up Front,Round 5/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,17,ASL,Advanced Squad Leader,Round 3/3,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
7/30/26,Th,17,ARC,Arcs,Heat 3/3,B,HMW-P,Scheduled,4,Grand Ballroom,"Tamburo, Joel",
7/30/26,Th,17,NVG,Navegador,Heat 3/3,B,HMW-P,Scheduled,2,Snowflake,"Martin, Chad",
7/30/26,Th,17,TTR,Ticket To Ride,Heat 4/4,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
7/30/26,Th,17,WAS,War At Sea,Round 5/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,17,IOV,Innovation,Quarterfinal,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,17,CTR,Charioteer,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,Rader. Ed,
7/30/26,Th,17,FFM,Freeman's Farm,Semifinal,B,HMW-P,Scheduled,3,Foggy Brews,"Lange, Jeff",
7/30/26,Th,17,SWR,Star Wars: Rebellion,Semifinal,B,SEM,Scheduled,4,Sunburst,"Gregorio, Alex",
7/30/26,Th,17,SFR,Santa Fe Rails,Final,B,HMW-P,Scheduled,2,Laurel,"Drummond, Andrew",
7/30/26,Th,17,STA,Stone Age,Final,B,HWO,Scheduled,2,Laurel,"Stufflet, Dave",
7/30/26,Th,17,TT2,Titan 2-Player,Final,B,HMSE,Scheduled,5,Laurel,"desJardins, David",
7/30/26,Th,18,--,King of Tokyo Juniors,--,C,Jr SE,--,2,Hemlock,"Heinz, Lucas",
7/30/26,Th,18,UPF,Up Front,Quarterfinal,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,18,HWD,History of the World,Semifinal,B,HMW-P,Scheduled,6,Alpine,"Fournier,Roberto",
7/30/26,Th,18,IOV,Innovation,Semifinal,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,18,EPB,Empire Builder,Final,B,HMW-P,Scheduled,4,Laurel,"Bromley, Trella",
7/30/26,Th,18,JCY,John Company,Final,B,HMW-P,Scheduled,5,Alpine,"Burdett, Jeff",
7/30/26,Th,18,SCC,Stock Car Championship Racing,Final,B,HMW-P,Scheduled,2,Wintergreen,"Wolfe, David",
7/30/26,Th,19,CQP,Conquest of Paradise,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"McPartland, Kevin",
7/30/26,Th,19,RFG,Race for the Galaxy,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Freeman, Eric",
7/30/26,Th,19,AOA,Ace of Aces,Heat 4/4,C,SwEl,Freeform,1,Chestnut,"Chesnut, Matt",
7/30/26,Th,19,HIS,Here I Stand,Round 2/2,B,HMW-P,Scheduled,6,Wagner's Run,"Rice, Justin",
7/30/26,Th,19,MCB,Moon Colony Bloodbath,Heat 1/2,C,HMW-P,Continuous,2,Seasons,"Feathers, Ryan",
7/30/26,Th,19,TTA,Titan The Arena,Heat 2/3,B,HMW-P,Scheduled,1,Snowflake,"Breza, Kevin",
7/30/26,Th,19,WAS,War At Sea,Quarterfinal,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,19,TFM,Terraforming Mars,Semifinal,A,HMW-P,Scheduled,4,Seasons,"Martin, Andrew",
7/30/26,Th,19,CTR,Charioteer,Final,B,HMW-P,Scheduled,2,Grand Ballroom,Rader. Ed,
7/30/26,Th,19,IOV,Innovation,Final,B,SwEl,Continuous,1,Sunburst,"Woods, Bronwyn",
7/30/26,Th,19,LWD,Lords of Waterdeep,Final,B,HMW-P,Scheduled,2,Laurel,"St. Pierre, Robert",
7/30/26,Th,19,ROW,Railways of the World,Final,B,HMW-P,Scheduled,3,Laurel,"LeBoeuf, Pierre",
7/30/26,Th,20,--,America 250 Anniversary Party,--,--,--,--,1,Foggy Brews,"Miklos, Mark",
7/30/26,Th,20,E&T,Euphrat & Tigris,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Moffit, Craig",
7/30/26,Th,20,M44,Memoir '44,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Edelston, Sam",
7/30/26,Th,20,WNW,Wilderness War,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"MacInnis, Randall",
7/30/26,Th,20,GXT,Galaxy Trucker,Heat 3/3,B,HMW-P,Scheduled,2,First Tracks Poolside,"Finberg, David",
7/30/26,Th,20,SAG,Sagrada,Heat 3/3,B,HMW-P,Scheduled,1,Seasons,"Schreier, Daron",
7/30/26,Th,20,BRS,Brass,Semifinal,B,HMW-P,Scheduled,3,Alpine,"Towne, Jonathan",
7/30/26,Th,20,UPF,Up Front,Semifinal,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,21,CQP,Conquest of Paradise,Heat 1/3,B,HMW-P,Scheduled,3,Snowflake,"McPartland, Kevin",
7/30/26,Th,21,FTP,For the People,Round 3/3,C,SEM,Continuous,6,First Tracks Poolside,"Pei, James",
7/30/26,Th,21,M44,Memoir '44,Mulligan,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/30/26,Th,21,MCB,Moon Colony Bloodbath,Heat 2/2,C,HMW-P,Continuous,2,Seasons,"Feathers, Ryan",
7/30/26,Th,21,RFG,Race for the Galaxy,Heat 1/4,B,HMW-P,Scheduled,1,Seasons,"Freeman, Eric",
7/30/26,Th,21,ING,Ingenious,Semifinal,B,HWO,Scheduled,1,Wintergreen,"DuBoff, Max",
7/30/26,Th,21,WAS,War At Sea,Semifinal,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,21,UPF,Up Front,Final,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,22,RFG,Race for the Galaxy,Heat 2/4,B,HMW-P,Scheduled,1,Seasons,"Freeman, Eric",
7/30/26,Th,22,ING,Ingenious,Final,B,HWO,Scheduled,1,Wintergreen,"DuBoff, Max",
7/30/26,Th,23,PGF,Pro Golf,Round 1/1,A,SE,Continuous,2,Grand Ballroom,"Monnin, Bruce",
7/30/26,Th,23,MCB,Moon Colony Bloodbath,Semifinal,C,HMW-P,Continuous,2,Seasons,"Feathers, Ryan",
7/30/26,Th,23,VSD,Vegas Showdown,Final,B,HMW-P,Scheduled,2,Laurel,"Kaltman, Mike",
7/30/26,Th,23,WAS,War At Sea,Final,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,24,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
Friday,,,,,,,,,,,,
7/31/26,Fr,1,PGF,Pro Golf,Final,A,S\E,Continuous,2,Grand Ballroom,"Monnin, Bruce",
7/31/26,Fr,7:30,--,Yoga for all levels,--,--,--,--,0.75,Ski Lodge Deck,"Lewis, Jeff",
7/31/26,Fr,8,--,Registration,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",
7/31/26,Fr,9,--,Open Gaming,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/31/26,Fr,9,--,Open Gaming Library Opens,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/31/26,Fr,9,--,Formula Motor Racing Juniors,--,C,Jr SE,--,2,Hemlock,"Pack, David-John",
7/31/26,Fr,9,65S,65: Squad Level Battles,Demo 1/1,--,--,--,1,Exhibit Hall Annex #3,"Shedden, Sephen",
7/31/26,Fr,9,AUT,Automobile,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Borton, D.J.",
7/31/26,Fr,9,CNC,Concordia,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Katz, Chris",
7/31/26,Fr,9,AFK,Afrika Korps,Round 7/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/31/26,Fr,9,BWD,Bitter Woods,Round 7/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/31/26,Fr,9,COB,Castles of Burgundy,Round 3/3,B,HMW-P,Scheduled,3,Seasons,"Irving, Richard",
7/31/26,Fr,9,DUN,Dune,Round 3/3,A,HE,Scheduled,5,Alpine,"Johnson, Brad",
7/31/26,Fr,9,LLM,Leaping Lemmings,Heat 4/4,C,HWO,Scheduled,2,Sunburst,"Powers, Bill",
7/31/26,Fr,9,LST,Lost Cities,Heat 2/4,B,SwEl,Scheduled,1,Sunburst,"Pettis, Roy",
7/31/26,Fr,9,MMS,March Madness,Heat 4/4,B,HMSE,Scheduled,3,Evergreen,"Reiff, Bruce",
7/31/26,Fr,9,M44,Memoir '44,Round 1/4,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/31/26,Fr,9,PZB,Panzerblitz,Round 7/7,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
7/31/26,Fr,9,RFG,Race for the Galaxy,Heat 3/4,B,HMW-P,Scheduled,1,Seasons,"Freeman, Eric",
7/31/26,Fr,9,SQL,Squad Leader,Round 7/7,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
7/31/26,Fr,9,TRC,The Russian Campaign,Round 7/7,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
7/31/26,Fr,9,T&T,Thurn & Taxis,Heat 3/3,B,HWO,Scheduled,2,Seasons,"Latto, Andy",
7/31/26,Fr,9,WNW,Wilderness War,Round 1/4,B,SW,Continuous,4,First Tracks Poolside,"MacInnis, Randall",
7/31/26,Fr,9,WSM,Wooden Ships & Iron Men,Round 7/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
7/31/26,Fr,9,BAR,Battles of the American Revolution,Quarterfinal,B,SwEl,Scheduled,10,Foggy Brews,"Miklos, Mark",
7/31/26,Fr,9,CAS,Cascadia,Quarterfinal,B,HWO,Scheduled,2,Seasons,"Allen, Henry",
7/31/26,Fr,9,BRI,Britannia,Semifinal,B,HMW-P,Scheduled,5,Wagner's Run,"O'Connor, Matthew",
7/31/26,Fr,9,FTP,For the People,Semifinal,C,SEM,Continuous,6,First Tracks Poolside,"Pei, James",
7/31/26,Fr,9,GAP,Gaia Project,Semifinal,B,HMW-P,Scheduled,3,Grand Ballroom,"Cederquist, Dave",
7/31/26,Fr,9,HIS,Here I Stand,Semifinal,B,HMW-P,Scheduled,6,Wagner's Run,"Rice, Justin",
7/31/26,Fr,9,SSB,Superstar Baseball,Semifinal,B,SwEl,Scheduled,4,Chestnut,"Lee, Roderick",
7/31/26,Fr,9,BKN,Breakout Normandy,Final,B,SEM,Continuous,6,First Tracks Slopeside,"Thompson, Nels",
7/31/26,Fr,9,GCA,Great Campaigns of the ACW,Final,B,SwEl,Scheduled,3,Laurel,"Cross, David",
7/31/26,Fr,9,MCB,Moon Colony Bloodbath,Final,C,HMW-P,Continuous,2,Laurel,"Feathers, Ryan",
7/31/26,Fr,9,SWR,Star Wars: Rebellion,Final,B,SEM,Scheduled,4,Laurel,"Gregorio, Alex",
7/31/26,Fr,10,--,Vendors,--,--,--,--,8,Timberstone,"Gutermuth, Ken",
7/31/26,Fr,10,AUT,Automobile,Heat 1/2,B,HMW-P,Scheduled,3,Sunburst,"Borton, D.J.",
7/31/26,Fr,10,NVW,Naval War,Heat 3/3,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",
7/31/26,Fr,10,RFG,Race for the Galaxy,Heat 4/4,B,HMW-P,Scheduled,1,Seasons,"Freeman, Eric",
7/31/26,Fr,10,ASL,Advanced Squad Leader,Quarterfinal,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
7/31/26,Fr,10,FDE,Formula De,Semifinal,C,HMW-P,Scheduled,3,Alpine,"Meader, Eric",
7/31/26,Fr,11,--,Relic Wars,--,--,--,--,1,First Tracks Center,"Walker, Denver",
7/31/26,Fr,11,EGZ,Egizia,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"Emerick, Andrew",
7/31/26,Fr,11,E&T,Euphrat & Tigris,Heat 1/3,B,HMW-P,Scheduled,2,Seasons,"Moffit, Craig",
7/31/26,Fr,11,M44,Memoir '44,Round 2/4,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/31/26,Fr,11,PRC,Pirate's Cove,Heat 3/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Otwell, Janet",
7/31/26,Fr,11,QGB,Star Wars: Queen's Gambit,Quarterfinal,B,HWO,Scheduled,2,Fox Den,"Kizer, Chris",
7/31/26,Fr,11,T&T,Thurn & Taxis,Quarterfinal,B,HWO,Scheduled,2,Sunburst,"Latto, Andy",
7/31/26,Fr,11,ACS,Atlantic Storm,Semifinal,A,HMW-P,Scheduled,2,Grand Ballroom,"Evinger, Tim",
7/31/26,Fr,11,CAS,Cascadia,Semifinal,B,HWO,Scheduled,2,Seasons,"Allen, Henry",
7/31/26,Fr,11,TTN,Titan,Semifinal,A,HMW-P,Scheduled,5,First Tracks Center,"desJardins, David",
7/31/26,Fr,11,SPG,Saint Petersburg,Final,B,HMW-P,Scheduled,2,Laurel,"Feathers, Ryan",
7/31/26,Fr,12,--,Splendor Juniors,--,C,Jr SE,--,2,Hemlock,"Shea, Jessica",
7/31/26,Fr,12,ABN,Air Baron,Semifinal,B,HMW-P,Scheduled,3,Dogwood,"Jamelli, Max",
7/31/26,Fr,12,ARC,Arcs,Semifinal,B,HMW-P,Scheduled,4,Grand Ballroom,"Tamburo, Joel",
7/31/26,Fr,12,AKN,Ark Nova,Final,A,HWO,Scheduled,3,Laurel,"Weaver, Chad",
7/31/26,Fr,13,--,Above the Trenches,--,--,--,--,2,First Tracks Center,"Radgoski, Richard",
7/31/26,Fr,13,CFR,Championship Formula Racing,Heat 2/3,B,HMW-P,Scheduled,4,Evergreen,"Long, Chris",
7/31/26,Fr,13,DSP,Dominant Species,Heat 2/2,B,HMW-P,Scheduled,4,Seasons,"McKinnes, Luke",
7/31/26,Fr,13,EGZ,Egizia,Heat 1/3,B,HMW-P,Scheduled,2,Seasons,"Emerick, Andrew",
7/31/26,Fr,13,M44,Memoir '44,Round 3/4,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/31/26,Fr,13,MOV,Merchant of Venus,Heat 3/3,B,HMW-P,Scheduled,3,Sunburst,"Irving, Richard",
7/31/26,Fr,13,WNW,Wilderness War,Round 2/4,B,SW,Continuous,4,First Tracks Poolside,"MacInnis, Randall",
7/31/26,Fr,13,WSN,Wingspan,Heat 3/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Swift, Patti",
7/31/26,Fr,13,ALH,Alhambra,Quarterfinal,B,HWO,Scheduled,2,Sunburst,"Gutermuth, Debbie",
7/31/26,Fr,13,CMK,Castles of Mad King Ludwig,Quarterfinal,A,HMW-P,Scheduled,2,Seasons,"Corrado, John",
7/31/26,Fr,13,QGB,Star Wars: Queen's Gambit,Semifinal,B,HWO,Scheduled,2,Fox Den,"Kizer, Chris",
7/31/26,Fr,13,T&T,Thurn & Taxis,Semifinal,B,HWO,Scheduled,2,Sunburst,"Latto, Andy",
7/31/26,Fr,13,WAT,Waterloo,Semifinal,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
7/31/26,Fr,13,ACS,Atlantic Storm,Final,A,HMW-P,Scheduled,2,Laurel,"Evinger, Tim",
7/31/26,Fr,13,BRI,Britannia,Final,B,HMW-P,Scheduled,5,Wagner's Run,"O'Connor, Matthew",
7/31/26,Fr,14,65S,65: Squad Level Battles,Round 1/1,B,SE,Scheduled,3,Winterberry,"Shedden, Sephen",
7/31/26,Fr,14,CQP,Conquest of Paradise,Heat 2/3,B,HMW-P,Scheduled,3,First Tracks Center,"McPartland, Kevin",
7/31/26,Fr,14,CRK,Crokinole,Heat 1/4,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
7/31/26,Fr,14,EIS,Enemy in Sight,Heat 3/3,B,HWO,Scheduled,3,Grand Ballroom,"Evinger, Matt",
7/31/26,Fr,14,RRY,Robo Rally,Heat 3/3,C,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",
7/31/26,Fr,15,--,Sleeping Queens Juniors,--,C,Jr SE,--,2,Hemlock,"Raszewski, Samantha",
7/31/26,Fr,15,CNC,Concordia,Heat 1/2,B,HMW-P,Scheduled,2,Snowflake,"Katz, Chris",
7/31/26,Fr,15,E&T,Euphrat & Tigris,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Moffit, Craig",
7/31/26,Fr,15,FMR,Formula Motor Racing,Heat 3/3,B,HMW-P,Scheduled,2,Grand Ballroom,"LeFevre, Chris",
7/31/26,Fr,15,M44,Memoir '44,Round 4/4,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/31/26,Fr,15,QOQ,Quacks,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Hansen, Virginia",
7/31/26,Fr,15,ALH,Alhambra,Semifinal,B,HWO,Scheduled,2,Fox Den,"Gutermuth, Debbie",
7/31/26,Fr,15,CMK,Castles of Mad King Ludwig,Semifinal,A,HMW-P,Scheduled,2,Seasons,"Corrado, John",
7/31/26,Fr,15,ABN,Air Baron,Final,B,HMW-P,Scheduled,3,Dogwood,"Jamelli, Max",
7/31/26,Fr,15,AZL,Azul,Final,B,HMW-P,Scheduled,1,Laurel,"Speaker, Eric",
7/31/26,Fr,15,CAS,Cascadia,Final,B,HWO,Scheduled,2,Laurel,"Allen, Henry",
7/31/26,Fr,15,FTP,For the People,Final,C,SEM,Continuous,6,First Tracks Poolside,"Pei, James",
