Boardgame Players Association,,,,,,,,,,,,
7/31/26,Fr,15,QGB,Star Wars: Queen's Gambit,Final,B,HWO,Scheduled,2,Fox Den,"Kizer, Chris",
7/31/26,Fr,15,T&T,Thurn & Taxis,Final,B,HWO,Scheduled,2,Sunburst,"Latto, Andy",
7/31/26,Fr,16,DNI,Dune Imperium,Heat 3/3,B,HMW-P,Scheduled,3,Seasons,"Spencer, Jay",
7/31/26,Fr,16,AFK,Afrika Korps,Semifinal,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/31/26,Fr,16,GXT,Galaxy Trucker,Semifinal,B,HMW-P,Scheduled,2,First Tracks Center,"Finberg, David",
7/31/26,Fr,17,,Band of Brothers Redux,--,--,--,--,2,First Trascks Slopeside,"Dworschak, Tom",
7/31/26,Fr,17,BAT,Battle Line,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"McCulloch, Sean",
7/31/26,Fr,17,DIP,Diplomacy,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Wilsbach, Anton",
7/31/26,Fr,17,CRK,Crokinole,Heat 2/4,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
7/31/26,Fr,17,EGZ,Egizia,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Emerick, Andrew",
7/31/26,Fr,17,ORL,Orleans,Heat 2/2,A,HMW-P,Scheduled,2,Seasons,"Jiang, Allan",
7/31/26,Fr,17,WNW,Wilderness War,Round 3/4,B,SW,Continuous,4,First Tracks Poolside,"MacInnis, Randall",
7/31/26,Fr,17,WSN,Wingspan,Quarterfinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Swift, Patti",
7/31/26,Fr,17,ASL,Advanced Squad Leader,Semifinal,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
7/31/26,Fr,17,FMR,Formula Motor Racing,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"LeFevre, Chris",
7/31/26,Fr,17,MMS,March Madness,Semifinal,B,HMSE,Scheduled,3,Evergreen,"Reiff, Bruce",
7/31/26,Fr,17,M44,Memoir '44,Semifinal,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/31/26,Fr,17,RRY,Robo Rally,Semifinal,C,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",
7/31/26,Fr,17,SAG,Sagrada,Semifinal,B,HMW-P,Scheduled,1,Seasons,"Schreier, Daron",
7/31/26,Fr,17,ALH,Alhambra,Final,B,HWO,Scheduled,2,Laurel,"Gutermuth, Debbie",
7/31/26,Fr,17,ARC,Arcs,Final,B,HMW-P,Scheduled,4,Laurel,"Tamburo, Joel",
7/31/26,Fr,17,BRS,Brass,Final,B,HMW-P,Scheduled,3,Dogwood,"Towne, Jonathan",
7/31/26,Fr,17,CMK,Castles of Mad King Ludwig,Final,A,HMW-P,Scheduled,2,Laurel,"Corrado, John",
7/31/26,Fr,18,--,Ivanhoe Juniors,--,C,Jr SE,--,2,Hemlock,"Roeper, Barbara",
7/31/26,Fr,18,WOR,War of the Ring,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Martin, Jeromey",
7/31/26,Fr,18,CMS,Circus Maximus,Heat 3/3,C,HMW-P,Scheduled,4,Wintergreen,"Smith, Barry",
7/31/26,Fr,18,TNW,The Napoleonic Wars,Semifinal,B,HE,Scheduled,6,Wagner's Run,"Williams, Gareth",
7/31/26,Fr,18,SAG,Sagrada,Final,B,HMW-P,Scheduled,1,Seasons,"Schreier, Daron",
7/31/26,Fr,18,SSB,Superstar Baseball,Final,B,SwEl,Scheduled,4,Laurel,"Lee, Roderick",
7/31/26,Fr,19,BAT,Battle Line,Round 1/1,B,SwEl,Continuous,2,Seasons,"McCulloch, Sean",
7/31/26,Fr,19,DIP,Diplomacy,Round 1/3,B,SW,Scheduled,4,Alpine,"Wilsbach, Anton",
7/31/26,Fr,19,FHB,Fury Hardball,Round 1/3,A,SwEl,Continuous,1,Chestnut,"Lewis, Andy",
7/31/26,Fr,19,PRO,Puerto Rico,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Shay, Richard",
7/31/26,Fr,19,QOQ,Quacks,Heat 3/3,B,HMW-P,Scheduled,2,Sunburst,"Hansen, Virginia",
7/31/26,Fr,19,RA!,Ra!,Quarterfinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Bove, Alex",
7/31/26,Fr,19,FMR,Formula Motor Racing,Final,B,HMW-P,Scheduled,2,Dogwood,"LeFevre, Chris",
7/31/26,Fr,19,GAP,Gaia Project,Final,B,HMW-P,Scheduled,3,Laurel,"Cederquist, Dave",
7/31/26,Fr,19,MMS,March Madness,Final,B,HMSE,Scheduled,3,Evergreen,"Reiff, Bruce",
7/31/26,Fr,19,M44,Memoir '44,Final,B,SEM,Continuous,2,Maple,"Edelston, Sam",
7/31/26,Fr,20,CRK,Crokinole,Heat 3/4,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
7/31/26,Fr,20,FHB,Fury Hardball,Round 2/3,A,SwEl,Continuous,1,Chestnut,"Lewis, Andy",
7/31/26,Fr,20,WOR,War of the Ring,Round 1/4,C,SEM,Continuous,4,Fox Den,"Martin, Jeromey",
7/31/26,Fr,20,V19,Versailles 1919,Semifinal,B,HMW-P,Scheduled,3,Grand Ballroom,"Pettis, Roy",
7/31/26,Fr,20,TFM,Terraforming Mars,Final,A,HMW-P,Scheduled,4,Laurel,"Martin, Andrew",
7/31/26,Fr,21,--,B-17 After Action Meeting,--,--,--,--,3,Matterhorn,"Yoshikawa, Mark",
7/31/26,Fr,21,ACQ,Acquire,Heat 3/3,B,HMW-P,Scheduled,2,Seasons,"Ackman, Cliff",
7/31/26,Fr,21,AUT,Automobile,Heat 2/2,B,HMW-P,Scheduled,3,Sunburst,"Borton, D.J.",
7/31/26,Fr,21,CNC,Concordia,Heat 2/2,B,HMW-P,Scheduled,2,Seasons,"Katz, Chris",
7/31/26,Fr,21,FHB,Fury Hardball,Round 3/3,A,SwEl,Continuous,1,Chestnut,"Lewis, Andy",
7/31/26,Fr,21,WNW,Wilderness War,Round 4/4,B,SW,Continuous,4,First Tracks Poolside,"MacInnis, Randall",
7/31/26,Fr,21,BAT,Battle Line,Quarterfinal,B,SwEl,Continuous,1,Seasons,"McCulloch, Sean",
7/31/26,Fr,21,HET,Heat: Pedal to the Metal,Semifinal,B,HMW-P,Scheduled,2,Dogwood,"Wolff, Jack",
7/31/26,Fr,21,RA!,Ra!,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Bove, Alex",
7/31/26,Fr,22,LID,Liar's Dice,Demo 1/1,--,--,---,1,Exhibit Hall Annex #9,"Anderson, Erika",
7/31/26,Fr,22,FHB,Fury Hardball,Quarterfinal,A,SwEl,Continuous,1,Chestnut,"Lewis, Andy",
7/31/26,Fr,22,BAT,Battle Line,Semifinal,B,SwEl,Continuous,1,Seasons,"McCulloch, Sean",
7/31/26,Fr,23,--,M44 Overlord - Kursk,--,--,--,--,4,First Tracks Slopeside,"Edelston, Sam",
7/31/26,Fr,23,LID,Liar's Dice,Round 1/1,B,SE,Continuous,1,Grand Ballroom,"Anderson, Erika",
7/31/26,Fr,23,FHB,Fury Hardball,Semifinal,A,SwEl,Continuous,1,Chestnut,"Lewis, Andy",
7/31/26,Fr,23,BAT,Battle Line,Final,B,SwEl,Continuous,1,Seasons,"McCulloch, Sean",
7/31/26,Fr,23,HET,Heat: Pedal to the Metal,Final,B,HMW-P,Scheduled,2,Dogwood,"Wolff, Jack",
7/31/26,Fr,23,RA!,Ra!,Final,B,HMW-P,Scheduled,2,Laurel,"Bove, Alex",
7/31/26,Fr,24,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
7/31/26,Fr,24,LID,Liar's Dice,Semifinal,B,SE,Continuous,1,Grand Ballroom,"Anderson, Erika",
7/31/26,Fr,24,FHB,Fury Hardball,Final,A,SwEl,Continuous,1,Chestnut,"Lewis, Andy",
Saturday,,,,,,,,,,,,
8/1/26,Sa,1,LID,Liar's Dice,Final,B,SE,Continuous,1,Grand Ballroom,"Anderson, Erika",
8/1/26,Sa,7:30,--,Yoga for all levels,--,--,--,--,0.75,Ski Lodge Deck,"Lewis, Jeff",
8/1/26,Sa,8,--,WBC After Action Meeting,--,--,--,--,1,Wintergreen,"Gutermuth, Ken",
8/1/26,Sa,8,--,Registration,--,--,--,--,14,Stag Pass,"Gutermuth, Ken",
8/1/26,Sa,8,--,Shuttle to Pittsburgh Airport,--,--,--,--,2,Hotel Lobby,Seven Springs,
8/1/26,Sa,9,--,Open Gaming,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
8/1/26,Sa,9,--,Open Gaming Library Opens,--,--,--,--,14,Exhibit Hall,"Buckwalter, Scott",
8/1/26,Sa,9,--,Lost Cities Juniors,--,C,Jr SE,--,4,Hemlock,"Byrd, Megan",
8/1/26,Sa,9,SBS,Space Base,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Coussis, John",
8/1/26,Sa,9,BCY,Battle Cry,Round 1/3,A,SEM,Continuous,2,First Tracks Poolside,"Heintzelman, Geoff",
8/1/26,Sa,9,CQP,Conquest of Paradise,Heat 3/3,B,HMW-P,Scheduled,3,First Tracks Center,"McPartland, Kevin",
8/1/26,Sa,9,CRK,Crokinole,Heat 4/4,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
8/1/26,Sa,9,WOR,War of the Ring,Round 2/4,C,SEM,Continuous,4,Fox Den,"Martin, Jeromey",
8/1/26,Sa,9,WWR,Washington's War,Round 1/3,B,SwEl,Continuous,3,Maple,"Peeck, Bill",
8/1/26,Sa,9,WSM,Wooden Ships & Iron Men,Round 8/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
8/1/26,Sa,9,65S,65: Squad Level Battles,Semifinal,B,SE,Scheduled,3,Winterberry,"Shedden, Sephen",
8/1/26,Sa,9,BAR,Battles of the American Revolution,Semifinal,B,SwEl,Scheduled,4,Foggy Brews,"Miklos, Mark",
8/1/26,Sa,9,BWD,Bitter Woods,Semifinal,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
8/1/26,Sa,9,DSP,Dominant Species,Semifinal,B,HMW-P,Scheduled,4,Seasons,"McKinnes, Luke",
8/1/26,Sa,9,DNI,Dune Imperium,Semifinal,B,HMW-P,Scheduled,3,Seasons,"Spencer, Jay",
8/1/26,Sa,9,MOV,Merchant of Venus,Semifinal,B,HMW-P,Scheduled,3,Seasons,"Irving, Richard",
8/1/26,Sa,9,PZB,Panzerblitz,Semifinal,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
8/1/26,Sa,9,SQL,Squad Leader,Semifinal,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
8/1/26,Sa,9,WSN,Wingspan,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Swift, Patti",
8/1/26,Sa,9,DUN,Dune,Final,A,HE,Scheduled,5,Dogwood,"Johnson, Brad",
8/1/26,Sa,9,HIS,Here I Stand,Final,B,HMW-P,Scheduled,6,Wagner's Run,"Rice, Justin",
8/1/26,Sa,10,--,Vendors,--,--,--,--,8,Timberstone,"Gutermuth, Ken",
8/1/26,Sa,10,--,M44 - Geilenkirchen Salient,--,--,--,--,4,First Tracks Slopeside,"Edelston, Sam",
8/1/26,Sa,10,DIP,Diplomacy,Round 2/3,B,SW,Scheduled,4,Alpine,"Wilsbach, Anton",
8/1/26,Sa,10,SBS,Space Base,Heat 1/2,B,HMW-P,Scheduled,2,Grand Ballroom,"Coussis, John",
8/1/26,Sa,10,AUT,Automobile,Semifinal,B,HMW-P,Scheduled,3,Seasons,"Borton, D.J.",
8/1/26,Sa,10,TRC,The Russian Campaign,Semifinal,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
8/1/26,Sa,10,ASL,Advanced Squad Leader,Final,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
8/1/26,Sa,10,AFK,Afrika Korps,Final,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
8/1/26,Sa,10,WAT,Waterloo,Final,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
8/1/26,Sa,11,BCY,Battle Cry,Round 2/3,A,SEM,Continuous,2,First Tracks Poolside,"Heintzelman, Geoff",
8/1/26,Sa,11,TTR,Ticket To Ride,Quarterfinal,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
8/1/26,Sa,11,NVG,Navegador,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Martin, Chad",
8/1/26,Sa,11,TTN,Titan,Final,A,HMW-P,Scheduled,5,Laurel,"desJardins, David",
8/1/26,Sa,11,WSN,Wingspan,Final,B,HMW-P,Scheduled,2,Grand Ballroom,"Swift, Patti",
8/1/26,Sa,12,TTA,Titan The Arena,Heat 3/3,B,HMW-P,Scheduled,1,Seasons,"Breza, Kevin",
8/1/26,Sa,12,WWR,Washington's War,Round 2/3,B,SwEl,Continuous,3,Maple,"Peeck, Bill",
8/1/26,Sa,12,WPS,"Win, Place, & Show",Heat 3/3,C,HWO,Scheduled,3,Evergreen,"Romano, Joseph",
8/1/26,Sa,12,CRK,Crokinole,Quarterfinal,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
8/1/26,Sa,12,CQP,Conquest of Paradise,Semifinal,B,HMW-P,Scheduled,3,First Tracks Center,"McPartland, Kevin",
8/1/26,Sa,12,LLM,Leaping Lemmings,Semifinal,C,HWO,Scheduled,2,Sunburst,"Powers, Bill",
8/1/26,Sa,12,DNI,Dune Imperium,Final,B,HMW-P,Scheduled,3,Laurel,"Spencer, Jay",
8/1/26,Sa,12,V19,Versailles 1919,Final,B,HMW-P,Scheduled,3,Laurel,"Pettis, Roy",
8/1/26,Sa,13,--,Above the Trenches,--,--,--,--,2,First Tracks Center,"Radgoski, Richard",
8/1/26,Sa,13,--,An Uncivil Peace,--,--,--,--,2,First Tracks Center,"Poniske, John",
8/1/26,Sa,13,BCY,Battle Cry,Round 3/3,A,SEM,Continuous,2,First Tracks Poolside,"Heintzelman, Geoff",
8/1/26,Sa,13,CFR,Championship Formula Racing,Heat 3/3,B,HMW-P,Scheduled,4,Evergreen,"Long, Chris",
8/1/26,Sa,13,EGZ,Egizia,Heat 3/3,B,HMW-P,Scheduled,2,Seasons,"Emerick, Andrew",
8/1/26,Sa,13,PRO,Puerto Rico,Heat 3/3,B,HMW-P,Scheduled,2,Seasons,"Shay, Richard",
8/1/26,Sa,13,SBS,Space Base,Heat 2/2,B,HMW-P,Scheduled,2,Grand Ballroom,"Coussis, John",
8/1/26,Sa,13,WOR,War of the Ring,Round 3/4,C,SEM,Continuous,4,Fox Den,"Martin, Jeromey",
8/1/26,Sa,13,COB,Castles of Burgundy,Semifinal,B,HMW-P,Scheduled,3,Seasons,"Irving, Richard",
8/1/26,Sa,13,PRC,Pirate's Cove,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Otwell, Janet",
8/1/26,Sa,13,QOQ,Quacks,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Hansen, Virginia",
8/1/26,Sa,13,TTR,Ticket To Ride,Semifinal,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
8/1/26,Sa,13,MOV,Merchant of Venus,Final,B,HMW-P,Scheduled,3,Seasons,"Irving, Richard",
8/1/26,Sa,13,NVG,Navegador,Final,B,HMW-P,Scheduled,2,Laurel,"Martin, Chad",
8/1/26,Sa,13,SQL,Squad Leader,Final,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
8/1/26,Sa,14,--,M44 - Operation Market Garden,--,--,--,--,4,First Tracks Slopeside,"Edelston, Sam",
8/1/26,Sa,14,--,Monsters Menace America Juniors,--,C,Jr SE,--,4,Hemlock,"Pack, David-John",
8/1/26,Sa,14,65S,65: Squad Level Battles,Final,B,SE,Scheduled,3,Winterberry,"Shedden, Sephen",
8/1/26,Sa,14,CMS,Circus Maximus,Final,C,HMW-P,Scheduled,4,Wintergreen,"Smith, Barry",
8/1/26,Sa,14,FFM,Freeman's Farm,Final,B,HMW-P,Scheduled,3,Foggy Brews,"Lange, Jeff",
8/1/26,Sa,14,LLM,Leaping Lemmings,Final,C,HWO,Scheduled,2,Wintergreen,"Powers, Bill",
8/1/26,Sa,14,RRY,Robo Rally,Final,C,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",
8/1/26,Sa,15,E&T,Euphrat & Tigris,Heat 3/3,B,HMW-P,Scheduled,2,Seasons,"Moffit, Craig",
8/1/26,Sa,15,WWR,Washington's War,Round 3/3,B,SwEl,Continuous,3,Maple,"Peeck, Bill",
8/1/26,Sa,15,BCY,Battle Cry,Semifinal,A,SEM,Continuous,2,First Tracks Poolside,"Heintzelman, Geoff",
8/1/26,Sa,15,CNC,Concordia,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Katz, Chris",
8/1/26,Sa,15,CRK,Crokinole,Semifinal,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
8/1/26,Sa,15,TTA,Titan The Arena,Semifinal,B,HMW-P,Scheduled,1,Seasons,"Breza, Kevin",
8/1/26,Sa,15,BAR,Battles of the American Revolution,Final,B,SwEl,Scheduled,5,Foggy Brews,"Miklos, Mark",
8/1/26,Sa,15,CQP,Conquest of Paradise,Final,B,HMW-P,Scheduled,3,Wintergreen,"McPartland, Kevin",
8/1/26,Sa,15,DSP,Dominant Species,Final,B,HMW-P,Scheduled,4,Seasons,"McKinnes, Luke",
8/1/26,Sa,15,FBS,Football Strategy,Final,B,HMSE,Scheduled,2,Evergreen,"Schoose, Bert",
8/1/26,Sa,15,HWD,History of the World,Final,B,HMW-P,Scheduled,6,Laurel,"Fournier,Roberto",
8/1/26,Sa,15,PZB,Panzerblitz,Final,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
8/1/26,Sa,15,PRC,Pirate's Cove,Final,B,HMW-P,Scheduled,2,Grand Ballroom,"Otwell, Janet",
8/1/26,Sa,15,TTR,Ticket To Ride,Final,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
8/1/26,Sa,16,LST,Lost Cities,Heat 3/4,B,SwEl,Scheduled,1,Sunburst,"Pettis, Roy",
8/1/26,Sa,16,SBS,Space Base,Semifinal,B,HMW-P,Scheduled,2,Alpine,"Coussis, John",
8/1/26,Sa,16,WSM,Wooden Ships & Iron Men,Semifinal,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
8/1/26,Sa,16,BWD,Bitter Woods,Final,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
8/1/26,Sa,16,COB,Castles of Burgundy,Final,B,HMW-P,Scheduled,3,Seasons,"Irving, Richard",
8/1/26,Sa,16,TTA,Titan The Arena,Final,B,HMW-P,Scheduled,1,Seasons,"Breza, Kevin",
8/1/26,Sa,16,WPS,"Win, Place, & Show",Final,C,HWO,Scheduled,3,Evergreen,"Romano, Joseph",
8/1/26,Sa,17,WOR,War of the Ring,Round 4/4,C,SEM,Continuous,4,Fox Den,"Martin, Jeromey",
8/1/26,Sa,17,ACQ,Acquire,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Ackman, Cliff",
8/1/26,Sa,17,E&T,Euphrat & Tigris,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Moffit, Craig",
8/1/26,Sa,17,NVW,Naval War,Semifinal,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",
8/1/26,Sa,17,BCY,Battle Cry,Final,A,SEM,Continuous,2,Laurel,"Heintzelman, Geoff",
8/1/26,Sa,17,FDE,Formula De,Final,C,HMW-P,Scheduled,4,Dogwood,"Meader, Eric",
8/1/26,Sa,17,GXT,Galaxy Trucker,Final,B,HMW-P,Scheduled,2,First Tracks Center,"Finberg, David",
8/1/26,Sa,17,TRC,The Russian Campaign,Final,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
8/1/26,Sa,18,--,Can't Stop Juniors,--,C,Jr SE,--,2,Hemlock,"Evinger, Tim",
8/1/26,Sa,18,LST,Lost Cities,Heat 4/4,B,SwEl,Scheduled,1,Sunburst,"Pettis, Roy",
8/1/26,Sa,18,WWR,Washington's War,Semifinal,B,SwEl,Continuous,3,Maple,"Peeck, Bill",
8/1/26,Sa,18,CNC,Concordia,Final,B,HMW-P,Scheduled,2,Laurel,"Katz, Chris",
8/1/26,Sa,18,CRK,Crokinole,Final,C,SwEl,Scheduled,2,Snowflake,"Brown, Steve",
8/1/26,Sa,18,SBS,Space Base,Final,B,HMW-P,Scheduled,2,Alpine,"Coussis, John",
8/1/26,Sa,18,TNW,The Napoleonic Wars,Final,B,HE,Scheduled,6,Wagner's Run,"Williams, Gareth",
8/1/26,Sa,19,--,M44 - Stalingrad: End of the 6th Army,--,--,--,--,4,First Tracks Slopeside,"Edelston, Sam",
8/1/26,Sa,19,DIP,Diplomacy,Round 3/3,B,SW,Scheduled,4,Alpine,"Wilsbach, Anton",
8/1/26,Sa,19,ORL,Orleans,Semifinal,A,HMW-P,Scheduled,2,Seasons,"Jiang, Allan",
8/1/26,Sa,19,PRO,Puerto Rico,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Shay, Richard",
8/1/26,Sa,19,AOA,Ace of Aces,Final,C,SwEl,Freeform,1,Chestnut,"Chesnut, Matt",
8/1/26,Sa,19,ACQ,Acquire,Final,B,HMW-P,Scheduled,2,Laurel,"Ackman, Cliff",
8/1/26,Sa,19,E&T,Euphrat & Tigris,Final,B,HMW-P,Scheduled,2,Seasons,"Moffit, Craig",
8/1/26,Sa,19,WSM,Wooden Ships & Iron Men,Final,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
8/1/26,Sa,20,LST,Lost Cities,Quarterfinal,B,SwEl,Scheduled,1,Sunburst,"Pettis, Roy",
8/1/26,Sa,20,NVW,Naval War,Final,B,HWO,Scheduled,3,Laurel,"Kramer, James",
8/1/26,Sa,21,FI5,Facts In Five,Round 1/1,C,HWO,Scheduled,2,Grand Ballroom,"Corrado, John",
8/1/26,Sa,21,LST,Lost Cities,Semifinal,B,SwEl,Scheduled,1,Sunburst,"Pettis, Roy",
8/1/26,Sa,21,RFG,Race for the Galaxy,Semifinal,B,HMW-P,Scheduled,1,Seasons,"Freeman, Eric",
8/1/26,Sa,21,WOR,War of the Ring,Semifinal,C,SEM,Continuous,4,Fox Den,"Martin, Jeromey",
8/1/26,Sa,21,ORL,Orleans,Final,A,HMW-P,Scheduled,2,Laurel,"Jiang, Allan",
8/1/26,Sa,21,PRO,Puerto Rico,Final,B,HMW-P,Scheduled,2,Laurel,"Shay, Richard",
8/1/26,Sa,22,LST,Lost Cities,Final,B,SwEl,Scheduled,1,Sunburst,"Pettis, Roy",
8/1/26,Sa,22,RFG,Race for the Galaxy,Final,B,HMW-P,Scheduled,1,Seasons,"Freeman, Eric",
8/1/26,Sa,22,WWR,Washington's War,Final,B,SwEl,Continuous,3,Maple,"Peeck, Bill",
8/1/26,Sa,23,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
8/1/26,Sa,24,--,Open Gaming Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
Sunday,,,,,,,,,,,,
8/2/26,Su,4,--,Shuttle to Pittsburgh Airport,--,--,--,--,2,Hotel Lobby,Seven Springs,
8/2/26,Su,8,--,Registration,--,--,--,--,6,Stag Pass,"Gutermuth, Ken",
8/2/26,Su,8,--,Christian Worship Service,--,--,--,--,1,Sunburst,"Petroski, Glenn",
8/2/26,Su,9,--,Open Gaming,--,--,--,--,13,Seasons,"Gutermuth, Ken",
8/2/26,Su,9,--,Shuttle to Pittsburgh Airport,--,--,--,--,2,Hotel Lobby,Seven Springs,
8/2/26,Su,9,TAM,Transamerica,Demo 1/1,--,--,---,1,Grand Ballroom,"Breza, Kevin",
8/2/26,Su,9,ATS,Attack Sub,Heat 1/3,A,SwEl,Continuous,1,Seasons,"Lewis, Andy",
8/2/26,Su,9,EGZ,Egizia,Semifinal,B,HMW-P,Scheduled,2,Seasons,"Emerick, Andrew",
8/2/26,Su,9,EIS,Enemy in Sight,Semifinal,B,HWO,Scheduled,3,Grand Ballroom,"Evinger, Matt",
8/2/26,Su,9,CFR,Championship Formula Racing,Final,B,HMW-P,Scheduled,4,Seasons,"Long, Chris",
8/2/26,Su,9,WOR,War of the Ring,Final,C,SEM,Continuous,4,Seasons,"Martin, Jeromey",
8/2/26,Su,10,--,Catholic Mass,--,--,--,--,1,Sunburst,Seven Springs,
8/2/26,Su,10,ATS,Attack Sub,Heat 2/3,A,SwEl,Continuous,1,Seasons,"Lewis, Andy",
8/2/26,Su,10,TAM,Transamerica,Heat 1/1,B,HMW-P,Scheduled,1,Grand Ballroom,"Breza, Kevin",
8/2/26,Su,10,AUT,Automobile,Final,B,HMW-P,Scheduled,3,Seasons,"Borton, D.J.",
8/2/26,Su,11,ATS,Attack Sub,Heat 3/3,A,SwEl,Continuous,1,Seasons,"Lewis, Andy",
8/2/26,Su,11,TAM,Transamerica,Semifinal,B,HMW-P,Scheduled,1,Grand Ballroom,"Breza, Kevin",
8/2/26,Su,11,EGZ,Egizia,Final,B,HMW-P,Scheduled,2,Seasons,"Emerick, Andrew",
8/2/26,Su,11,QOQ,Quacks,Final,B,HMW-P,Scheduled,2,Seasons,"Hansen, Virginia",
8/2/26,Su,12,ATS,Attack Sub,Quarterfinal,A,SwEl,Continuous,1,Seasons,"Lewis, Andy",
8/2/26,Su,12,EIS,Enemy in Sight,Final,B,HWO,Scheduled,3,Grand Ballroom,"Evinger, Matt",
8/2/26,Su,13,--,Shuttle to Pittsburgh Airport,--,--,--,--,2,Hotel Lobby,Seven Springs,
8/2/26,Su,13,ATS,Attack Sub,Semifinal,A,SwEl,Continuous,1,Seasons,"Lewis, Andy",
8/2/26,Su,13,TAM,Transamerica,Final,B,HMW-P,Scheduled,1,Grand Ballroom,"Breza, Kevin",
8/2/26,Su,14,ATS,Attack Sub,Final,A,SwEl,Continuous,1,Seasons,"Lewis, Andy",
8/2/26,Su,22,--,Open Gaming Closes,--,--,--,--,--,Seasons,"Gutermuth, Ken",